article_id,firm,tickers,shock_type,shock_magnitude,shock_direction
821,Grifols,GRLS.MC,supply,major,positive
822,Endesa,ELE.MC,financial,minor,positive
823,Cellnex,CLNX.MC,financial,minor,positive
824,NH Hotel Group,NHH.MC,demand,minor,negative
824,Meliá Hotels,MEL.MC,demand,minor,negative
825,CaixaBank SA,CABK.MC,financial,major,positive
825,Naturgy Energy Group S.A.,NTGY.MC,financial,major,positive
826,Endesa SA (ELE.MC),ELE.MC,financial,major,positive
827,Naturgy,NTGY.MC,supply,minor,positive
828,Aena SME S.A.,AENA.MC,supply,minor,positive
829,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,minor,positive
830,Repsol,REP.MC,financial,minor,positive
831,Repsol,REP.MC,policy,minor,positive
832,Santander,SAN.MC,financial,minor,positive
833,Repsol S.A.,REP.MC,financial,major,positive
834,Endesa SA,ELE.MC,financial,minor,positive
835,Repsol S.A. (REP.MC),REP.MC,demand,minor,positive
836,Endesa,ELE.MC,financial,minor,positive
837,Telefónica S.A.,TEF.MC,technology,major,positive
838,Banco Santander,SAN.MC,financial,major,negative
839,Indra Sistemas SA (IDR.MC),IDR.MC,financial,minor,negative
840,BBVA SA,BBVA.MC,financial,major,negative
840,Banco Sabadell SA,SAB.MC,financial,major,negative
841,Banco Sabadell,SAB.MC,financial,minor,positive
842,Banco Sabadell,SAB.MC,financial,major,positive
843,Repsol,REP.MC,financial,minor,positive
844,Cellnex,CLNX.MC,demand,minor,positive
845,IAG,IAG.MC,demand,minor,positive
846,Repsol,REP.MC,financial,minor,negative
847,BBVA,BBVA.MC,financial,minor,positive
847,Sabadell,SAB.MC,financial,minor,negative
848,BBVA,BBVA.MC,financial,minor,positive
848,Sabadell,SAB.MC,financial,major,negative
849,Banco Sabadell,SAB.MC,financial,minor,positive
849,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
850,Banco de Sabadell SA,SAB.MC,financial,major,negative
851,Repsol,REP.MC,technology,minor,positive
852,Banco Sabadell S.A. (SAB.MC),SAB.MC,financial,minor,negative
853,Acciona SA,ANA.MC,financial,major,positive
854,Repsol,REP.MC,supply,minor,positive
855,Colonial,COL.MC,demand,minor,negative
856,Inditex,ITX.MC,financial,minor,negative
857,Repsol,REP.MC,financial,minor,positive
858,Repsol,REP.MC,financial,minor,positive
859,Acciona,ANA.MC,financial,minor,positive
860,ENCE Energía y Celulosa SA,ENC.MC,policy,minor,positive
860,Acciona SA,ANA.MC,policy,minor,positive
861,CaixaBank SA (CABK.MC),CABK.MC,financial,minor,positive
861,Banco Sabadell SA (SAB.MC),SAB.MC,financial,major,negative
861,Banco Bilbao Vizcaya Argentaria SA (BBVA.MC),BBVA.MC,financial,minor,positive
861,Bankia SA (BKIA.MC),BKIA.MC,financial,minor,positive
862,Amadeus,AMS.MC,demand,minor,negative
863,CaixaBank SA,CABK.MC,financial,major,positive
863,Bankia SA,BKIA.MC,financial,major,positive
864,Banco Santander,SAN.MC,financial,major,negative
865,Bankia,BKIA.MC,financial,major,positive
865,CaixaBank,CABK.MC,financial,major,positive
866,Banco Sabadell SA,SAB.MC,financial,minor,positive
867,Aena,AENA.MC,demand,minor,positive
868,Naturgy Energy Group S.A.,NTGY.MC,financial,major,positive
869,Repsol Sinopec,REP.MC,supply,major,positive
870,Repsol SA,REP.MC,financial,minor,negative
871,Banco Sabadell,SAB.MC,financial,minor,negative
871,BBVA,BBVA.MC,financial,minor,positive
872,Siemens Gamesa Renewable Energy,SGRE.MC,demand,minor,positive
873,Repsol,REP.MC,financial,minor,positive
874,Amadeus,AMS.MC,demand,minor,negative
875,Siemens Gamesa Renewable Energy S.A.,SGREN.MC,technology,minor,positive
876,Indra Sistemas SA,IDR.MC,supply,minor,negative
877,Aena SME S.A.,AENA.MC,financial,major,negative
877,Unicaja Banco S.A.,UNI.MC,financial,minor,positive
878,Repsol,REP.MC,demand,minor,positive
879,Cellnex,CLNX.MC,financial,minor,positive
880,CaixaBank,CABK.MC,financial,major,positive
880,Bankia,BKIA.MC,financial,major,positive
881,Banco Santander S.A.,SAN.MC,financial,major,negative
882,BBVA,BBVA.MC,financial,minor,positive
882,Telefónica,TEF.MC,financial,minor,positive
883,Aena,AENA.MC,demand,minor,positive
884,PharmaMar,PHR.MC,financial,major,negative
885,Merlin Properties,MRL.MC,demand,minor,negative
886,BBVA,BBVA.MC,financial,minor,positive
887,Santander,SAN.MC,financial,major,positive
887,BBVA,BBVA.MC,financial,major,positive
888,Telefónica,TEF.MC,financial,major,negative
889,Siemens Gamesa,SGRE.MC,supply,minor,positive
890,Inditex,ITX.MC,demand,minor,negative
891,Meliá Hotels,MEL.MC,demand,minor,negative
892,Banco Santander,SAN.MC,financial,minor,positive
893,Inditex,ITX.MC,demand,minor,positive
894,Telefónica,TEF.MC,financial,minor,positive
895,Repsol,REP.MC,demand,minor,negative
896,Sabadell,SAB.MC,financial,minor,negative
897,BBVA,BBVA.MC,financial,minor,positive
898,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,policy,minor,negative
899,CaixaBank SA,CABK.MC,financial,minor,positive
899,Bankia SA,BKIA.MC,financial,minor,positive
900,Inmobiliaria Colonial Socimi S.A.,COL.MC,financial,minor,positive
901,Siemens Gamesa,SGRE.MC,demand,minor,positive
902,Siemens Gamesa,SGRE.MC,policy,major,positive
903,Iberia,IAG.MC,demand,minor,positive
903,Aena,AENA.MC,demand,minor,positive
904,Acciona SA,ANA.MC,demand,major,positive
905,Banco Santander,SAN.MC,financial,major,negative
906,Acciona,ANA.MC,financial,minor,positive
907,Acciona S.A.,ANA.MC,financial,minor,negative
908,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,positive
909,Aena,AENA.MC,demand,major,positive
910,Telefónica SA,TEF.MC,policy,major,negative
911,Repsol S.A.,REP.MC,financial,minor,positive
912,Endesa S.A.,ENE.MC,policy,minor,positive
913,Repsol,REP.MC,financial,minor,positive
914,Banco de Sabadell S.A.,SAB.MC,financial,minor,positive
914,Banco Santander S.A.,SAN.MC,financial,minor,positive
914,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
914,Bankinter S.A.,BKT.MC,financial,minor,positive
914,Liberbank S.A.,LBK.MC,financial,minor,positive
914,Unicaja Banco S.A.,UNI.MC,financial,minor,positive
914,CaixaBank S.A.,CABK.MC,financial,minor,positive
915,CaixaBank S.A.,CABK.MC,financial,major,positive
916,Aena SME SA,AENA.MC,demand,minor,negative
917,BBVA,BBVA.MC,financial,major,positive
918,Telefónica S.A.,TEF.MC,financial,major,positive
919,Inditex,ITX.MC,demand,major,negative
920,Telefónica,TEF.MC,financial,minor,negative
921,Inditex,ITX.MC,demand,minor,negative
922,Telefónica,TEF.MC,financial,minor,positive
923,Telefónica,TEF.MC,demand,minor,positive
924,Inditex,ITX.MC,demand,minor,positive
925,Telefónica,TEF.MC,financial,minor,positive
926,Indra,IDR.MC,financial,minor,positive
926,Grifols,GRF.MC,financial,minor,positive
926,Cellnex,CLNX.MC,financial,minor,positive
926,Merlin Properties,MRL.MC,financial,minor,positive
926,BBVA,BBVA.MC,financial,minor,positive
926,Repsol,REP.MC,financial,minor,positive
927,IAG,IAG.MC,demand,minor,positive
928,Cellnex,CLNX.MC,financial,minor,positive
929,Banco Santander,SAN.MC,financial,major,negative
930,Ferrovial,FER.MC,technology,minor,positive
931,Inditex,ITX.MC,demand,minor,positive
932,Telefónica,TEF.MC,financial,minor,positive
933,Naturgy Energy Group SA,NTGY.MC,technology,minor,positive
934,Ferrovial SA,FER.MC,policy,major,positive
935,Inditex,ITX.MC,demand,minor,positive
936,Inditex,ITX.MC,demand,minor,positive
937,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,technology,minor,positive
938,Inditex,ITX.MC,demand,minor,negative
939,CaixaBank SA,CABK.MC,financial,minor,positive
939,Bankia SA,BKIA.MC,financial,minor,positive
940,Repsol,REP.MC,policy,minor,positive
941,ACS,ACS.MC,financial,major,positive
942,Solaria,SLR.MC,demand,minor,positive
943,Banco Bilbao Vizcaya Argentaria,BBVA.MC,policy,minor,negative
943,Sabadell,SAB.MC,policy,major,positive
944,Enagás S.A.,ENAG.MC,supply,minor,positive
944,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,positive
945,Endesa,ELE.MC,supply,minor,negative
946,Red Eléctrica Corp. S.A.,REE.MC,policy,minor,positive
947,Acciona S.A.,ANA.MC,technology,major,positive
948,Endesa,ELE.MC,policy,minor,negative
949,Banco Sabadell S.A.,SAB.MC,policy,minor,positive
950,Enagás,ENG.MC,supply,minor,negative
951,Ferrovial,FER.MC,supply,minor,negative
952,Siemens Gamesa Renewable Energy SA,SGRE.MC,supply,major,positive
953,Iberdrola S.A.,IBE.MC,demand,minor,positive
954,Cellnex,CLNX.MC,demand,minor,positive
954,Iberdrola,IBE.MC,demand,minor,positive
954,Inditex,ITX.MC,demand,minor,positive
956,Barceló,BAR.MC,financial,major,positive
956,Globalia,???.MC,financial,major,positive
957,ACS.MC,ACS.MC,financial,major,positive
958,BBVA,BBVA.MC,financial,minor,positive
959,Bankinter SA,BKT.MC,financial,major,negative
959,Banco Sabadell SA,SAB.MC,financial,major,negative
959,Banco Santander SA,SAN.MC,financial,major,negative
959,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
960,Amadeus IT Group SA,AMS.MC,policy,minor,positive
961,Acciona SA,ANA.MC,supply,minor,positive
962,Banco Sabadell SA,SAB.MC,financial,minor,positive
963,Endesa,ELE.MC,supply,major,negative
964,Aena,AENA.MC,demand,minor,positive
964,Banco Sabadell,SABE.MC,financial,minor,negative
964,IAG,IAG.MC,demand,minor,positive
965,Acciona,ANA.MC,policy,major,positive
966,Banco Santander S.A.,SAN.MC,financial,minor,positive
967,Red Eléctrica Corp.,REE.MC,supply,major,negative
968,IAG,IAG.MC,demand,minor,positive
969,Enagás,ENG.MC,financial,minor,positive
970,Bankinter SA,BKT.MC,financial,minor,positive
970,Grenergy Renovables SA,GRE.MC,financial,major,positive
971,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,major,positive
972,Iberdrola,IBE.MC,financial,minor,negative
973,NH,NHH.MC,demand,minor,positive
973,Meliá Hotels,MEL.MC,demand,minor,positive
974,Telefónica SA (TEF.MC),TEF.MC,financial,minor,positive
975,Repsol,REP.MC,supply,minor,positive
976,Repsol S.A.,REP.MC,supply,minor,positive
977,Enagás S.A.,ENG.MC,technology,minor,positive
977,Acciona S.A.,ANA.MC,technology,minor,positive
978,Liberbank,LBK.MC,financial,major,negative
978,Unicaja Banco,UNI.MC,financial,major,positive
979,Liberbank,LBK.MC,financial,major,positive
979,Unicaja Banco,UNI.MC,financial,major,positive
980,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
981,Enagás,ENG.MC,supply,minor,positive
982,Banco Sabadell SA,SAB.MC,financial,minor,negative
982,Solaria Energía y Medio Ambiente SA,SLR.MC,technology,major,positive
982,Soltec Power Holdings SA,SOL.MC,technology,major,positive
982,Siemens Gamesa Renewable Energy SA,SGRE.MC,technology,major,positive
982,Banco Santander SA,SAN.MC,financial,minor,negative
983,Telefónica,TEF.MC,financial,minor,positive
984,Enagás,ENG.MC,financial,minor,negative
985,ACS,ACS.MC,financial,minor,positive
986,IAG.MC,IAG.MC,financial,minor,positive
987,ACS,ACS.MC,financial,minor,positive
988,ACS,ACS.MC,financial,minor,positive
989,Cellnex Telecom SA,CLNX.MC,policy,minor,positive
990,IAG,IAG.MC,financial,minor,positive
991,ACS.MC,ACS.MC,supply,minor,positive
992,Red Eléctrica Corp. S.A.,REE.MC,demand,minor,positive
993,Colonial,COL.MC,demand,minor,positive
994,Telefónica,TEF.MC,demand,minor,positive
995,Siemens Gamesa,SGRE.MC,financial,minor,positive
996,Solaria,SLR.MC,demand,minor,positive
997,Amadeus,AMS.MC,demand,minor,negative
998,Solaria Energía y Medio Ambiente SA,SLR.MC,demand,major,positive
999,Inditex,ITX.MC,demand,major,negative
1001,Telefónica SA,TEF.MC,financial,minor,positive
1002,Siemens Gamesa,SGRE.MC,demand,minor,positive
1003,Naturgy,NTGY.MC,financial,minor,negative
1004,Endesa,ELE.MC,financial,minor,negative
1005,Solaria,SLR.MC,financial,minor,negative
1006,Santander,SAN.MC,financial,minor,positive
1007,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,negative
1008,Endesa SA (ELE.MC),ELE.MC,financial,minor,positive
1008,Enagás SA (ENG.MC),ENG.MC,financial,minor,positive
1008,Red Eléctrica Corp. S.A. (REE.MC),REE.MC,financial,minor,positive
1009,Quabit Inmobiliaria SA,QBT.MC,financial,major,positive
1009,Neinor Homes SAU,HOME.MC,financial,major,positive
1010,Siemens Gamesa Renewable Energy SA,SGRE.MC,supply,major,negative
1011,Ferrovial SA,FER.MC,financial,minor,positive
1012,Naturgy,NTGY.MC,supply,minor,positive
1013,Siemens Gamesa,SGRE.MC,supply,minor,negative
1014,Siemens Gamesa,SGRE.MC,supply,minor,positive
1015,Banco Santander S.A.,SAN.MC,financial,minor,positive
1015,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
1016,Telefónica,TEF.MC,financial,major,positive
1017,Endesa,ELE.MC,demand,minor,positive
1018,Acciona,ANA.MC,financial,minor,positive
1019,Telefónica SA,TEF.MC,financial,major,positive
1020,Solaria,SLR.MC,financial,major,negative
1021,International Consolidated Airlines Group S.A.,IAG.MC,financial,major,negative
1022,Telefónica,TEF.MC,financial,minor,positive
1023,Grifols,GRLS.MC,supply,minor,negative
1024,Cellnex Telecom,CLNX.MC,supply,minor,negative
1024,Telefónica,TEF.MC,financial,minor,positive
1025,IAG,IAG.MC,financial,major,negative
1026,Siemens Gamesa Renewable Energy SA,SGRE.MC,technology,major,positive
1027,Telefónica,TEF.MC,financial,major,positive
1028,Aena SME SA,AENA.MC,demand,major,negative
1029,Telefónica,TEF.MC,financial,minor,positive
1030,Telefónica,TEF.MC,financial,major,negative
1031,Iberdrola,IBE.MC,policy,minor,positive
1032,AENA,AENA.MC,demand,minor,positive
1033,Telefónica,TEF.MC,financial,minor,positive
1033,Cellnex,CLNX.MC,financial,minor,negative
1034,Naturgy Energy Group SA,NTGY.MC,policy,minor,positive
1035,Acciona,ANA.MC,demand,major,positive
1036,Acciona,ANA.MC,policy,minor,positive
1037,Solara,SLR.MC,demand,major,negative
1037,Iberdrola,IBE.MC,financial,minor,positive
1037,Solarpack,SPK.MC,demand,major,negative
1038,Telefónica,TEF.MC,financial,minor,positive
1039,Telefónica,TEF.MC,demand,minor,negative
1040,Solaria Energía y Medio Ambiente SA,SLR.MC,supply,minor,positive
1041,Naturgy,NTGY.MC,policy,major,positive
1042,Endesa SA,ELE.MC,financial,minor,positive
1044,Iberdrola,IBE.MC,technology,major,positive
1045,Repsol,REP.MC,supply,minor,negative
1046,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,major,positive
1047,Naturgy,NTGY.MC,policy,major,positive
1048,CaixaBank,CABK.MC,financial,major,positive
1049,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
1049,CaixaBank,CABK.MC,financial,minor,positive
1049,Banco Santander,SAN.MC,financial,minor,positive
1050,ACS.MC,ACS.MC,financial,minor,negative
1051,Banco Sabadell,SAB.MC,financial,major,negative
1052,Siemens Gamesa,SGRE.MC,demand,minor,positive
1053,Cellnex,CLNX.MC,financial,minor,positive
1053,Telefónica,TEF.MC,financial,minor,negative
1054,Siemens Gamesa,SGRE.MC,supply,minor,positive
1055,ACS,ACS.MC,financial,minor,positive
1056,Aena,AENA.MC,demand,minor,negative
1057,Naturgy,NTGY.MC,policy,major,positive
1058,Merlin Properties,MRL.MC,demand,minor,positive
1059,Enagás S.A.,ENG.MC,demand,major,positive
1060,Duro Felguera S.A.,MDF.MC,financial,major,negative
1060,Banco Santander S.A.,SAN.MC,financial,minor,positive
1060,Banco de Sabadell S.A.,SAB.MC,financial,minor,positive
1061,BBVA,BBVA.MC,financial,minor,positive
1062,Q-Energy,Q-Energy.MC,financial,major,positive
1062,Banco Santander SA,SAN.MC,financial,minor,positive
1063,IAG,IAG.MC,financial,major,positive
1064,Repsol S.A.,REP.MC,supply,major,negative
1065,Repsol,REP.MC,financial,minor,positive
1066,IAG,IAG.MC,supply,minor,positive
1067,Bankia,BKIA.MC,financial,minor,positive
1067,CaixaBank,CABK.MC,financial,minor,negative
1068,FCC.MC,FCC.MC,policy,minor,positive
1068,SAB.MC,SAB.MC,financial,minor,positive
1069,Santander,SAN.MC,financial,minor,positive
1070,Banco Santander,SAN.MC,financial,minor,positive
1071,Acerinox,ACX.MC,demand,minor,positive
1072,IAG,IAG.MC,policy,minor,positive
1073,Repsol,REP.MC,supply,minor,positive
1074,Naturgy,NTGY.MC,demand,minor,positive
1075,Grifols,GRF.MC,demand,minor,negative
1076,Solarpack,SPK.MC,financial,minor,positive
1076,Banco Santander,SAN.MC,financial,minor,positive
1077,BBVA,BBVA.MC,financial,minor,positive
1078,Banco Santander SA,SAN.MC,financial,minor,positive
1078,Solarpack Corp. Tecnológica SA,SPK.MC,financial,minor,negative
1079,Bankinter,BKT.MC,financial,minor,negative
1080,Cellnex Telecom SA,CLNX.MC,financial,major,positive
1081,Repsol,REP.MC,supply,minor,negative
1082,Bankinter SA,BKT.MC,financial,major,negative
1083,Repsol,REP.MC,demand,minor,positive
1084,Cellnex Telecom,CLNX.MC,demand,minor,positive
1085,Acciona SA,ANA.MC,demand,minor,positive
1086,Bankinter SA,BKT.MC,financial,minor,negative
1087,Iberdrola,IBE.MC,supply,minor,positive
1088,Acerinox,ACX.MC,demand,minor,positive
1089,Bankinter,BKT.MC,financial,minor,positive
1090,Cellnex,CLNX.MC,financial,minor,positive
1091,Bankinter,BKT.MC,financial,minor,positive
1092,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1093,BBVA,BBVA.MC,financial,minor,positive
1094,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,minor,positive
1095,Siemens Gamesa,SGRE.MC,demand,major,positive
1096,Siemens Gamesa,SGRE.MC,financial,minor,positive
1097,Siemens Gamesa,SGRE.MC,supply,minor,negative
1098,Bankia,BKIA.MC,financial,minor,negative
1099,Aena,AENA.MC,demand,minor,negative
1100,Inditex,ITX.MC,demand,major,negative
1101,Cellnex,CLNX.MC,financial,minor,negative
1102,Santander,SAN.MC,financial,minor,positive
1102,BBVA,BBVA.MC,financial,minor,positive
1103,Bankinter,BKT.MC,financial,minor,positive
1104,Amadeus,AMS.MC,demand,minor,negative
1105,Naturgy,NTGY.MC,financial,major,positive
1106,PharmaMar,PHM.MC,financial,major,positive
1107,Naturgy,NTGY.MC,financial,minor,positive
1108,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1109,Santander,SAN.MC,financial,minor,positive
1110,Naturgy,NTGY.MC,financial,minor,positive
1111,Aena,AENA.MC,demand,minor,positive
1112,Naturgy,NTGY.MC,financial,minor,positive
1113,Acciona,ANA.MC,financial,minor,positive
1114,Naturgy Energy Group SA,NTGY.MC,supply,major,positive
1115,Naturgy,NTGY.MC,financial,major,positive
1116,Acciona SA,ANA.MC,policy,major,positive
1116,Endesa SA,ELE.MC,policy,minor,positive
1116,Repsol SA,REP.MC,policy,minor,negative
1116,Acciona SA,ANA.MC,policy,major,positive
1116,Naturgy Energy Group SA,NTGY.MC,policy,major,positive
1116,Acciona SA,ANA.MC,policy,major,positive
1116,Endesa SA,ELE.MC,policy,minor,positive
1116,Naturgy Energy Group SA,NTGY.MC,policy,major,positive
1116,Repsol SA,REP.MC,policy,minor,negative
1116,Repsol SA,REP.MC,policy,minor,negative
1116,Endesa SA,ELE.MC,policy,minor,positive
1116,Acciona SA,ANA.MC,policy,major,positive
1116,Naturgy Energy Group SA,NTGY.MC,policy,major,positive
1116,Repsol SA,REP.MC,policy,minor,negative
1116,Endesa SA,ELE.MC,policy,minor,positive
1116,Naturgy Energy Group SA,NTGY.MC,policy,major,positive
1117,Endesa SA,ELE.MC,demand,minor,positive
1117,Iberdrola,IBE.MC,demand,major,positive
1117,Naturgy Energy Group SA,NTGY.MC,demand,major,positive
1117,Acciona SA,ANA.MC,demand,major,positive
1118,Garnacha Solar,GAR.MC,supply,major,positive
1118,Ignis,IGN.MC,supply,major,positive
1118,Capital Energy,CAP.MC,supply,major,positive
1118,X-Elio,XEL.MC,supply,major,positive
1118,Iberdrola SA,IBE.MC,supply,major,positive
1118,Endesa SA,ELE.MC,supply,major,positive
1118,Acciona SA,ANA.MC,supply,major,positive
1118,Green Capital,GREN.MC,supply,major,positive
1118,Greenalia SA,GRN.MC,supply,major,positive
1118,Naturgy Energy Group SA,NTGY.MC,supply,major,positive
1118,Solaria Energía y Medio Ambiente SA,SLR.MC,supply,major,positive
1118,Elawan,ELW.MC,supply,major,positive
1119,Bankinter,BKT.MC,financial,minor,negative
1120,Naturgy,NTGY.MC,financial,minor,positive
1121,Repsol S.A.,REP.MC,policy,minor,positive
1122,Solaria,SLR.MC,financial,minor,negative
1123,Cellnex,CLNX.MC,financial,minor,positive
1124,Ferrovial S.A.,FER.MC,supply,major,positive
1125,Bankia,BKIA.MC,financial,major,negative
1126,PharmaMar,PHM.MC,demand,major,positive
1127,Bankia SA,BKIA.MC,financial,minor,negative
1128,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
1129,Aena,AENA.MC,demand,major,negative
1130,Naturgy,NTGY.MC,policy,minor,positive
1131,Aena SME SA,AENA.MC,policy,minor,positive
1132,Bankia SA,BKIA.MC,financial,minor,negative
1133,CaixaBank,CABK.MC,financial,minor,negative
1134,BBVA,BBVA.MC,financial,major,negative
1135,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,minor,positive
1136,Banco Bilbao Vizcaya Argentaria SA (BBVA.MC),BBVA.MC,financial,major,negative
1137,CaixaBank SA,CABK.MC,financial,minor,negative
1138,BBVA,BBVA.MC,financial,minor,positive
1139,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,minor,positive
1140,Telefónica,TEF.MC,policy,minor,positive
1140,Euskaltel,EUSK.MC,policy,minor,positive
1140,MásMóvil, MásMóvil.MC,policy,minor,positive
1141,CaixaBank SA,CABK.MC,financial,minor,negative
1142,Siemens Gamesa,SGRE.MC,demand,minor,positive
1143,Siemens Gamesa Renewable Energy SA (SGRE.MC),SGRE.MC,demand,minor,positive
1144,BBVA.MC,BBVA.MC,financial,major,negative
1145,Banco de Sabadell S.A.,SAB.MC,financial,major,negative
1145,Banco Santander S.A.,SAN.MC,financial,major,negative
1145,Bankinter S.A.,BKT.MC,financial,major,negative
1145,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,major,negative
1146,Banco Sabadell,SAB.MC,financial,major,negative
1147,Siemens Gamesa,SGRE.MC,demand,minor,positive
1148,BBVA,BBVA.MC,financial,minor,positive
1149,PharmaMar SA,PHM.MC,demand,minor,positive
1150,Naturgy,NTGY.MC,policy,minor,negative
1151,Banco Sabadell SA,SAB.MC,financial,minor,negative
1152,CaixaBank,CABK.MC,financial,minor,positive
1152,Bankia,BKIA.MC,financial,minor,positive
1153,Endesa S.A.,ELE.MC,technology,major,positive
1154,Repsol S.A.,REP.MC,policy,minor,positive
1154,Red Eléctrica Corp. S.A.,REE.MC,policy,minor,positive
1154,Endesa S.A.,ELE.MC,policy,minor,positive
1155,Enagás SA,ENG.MC,technology,minor,positive
1155,Naturgy Energy Group SA,NTGY.MC,technology,minor,positive
1156,Acciona SA,ANA.MC,supply,minor,positive
1157,Banco Sabadell SA,SAB.MC,financial,major,negative
1158,ACS,ACS.MC,financial,minor,positive
1159,Siemens Gamesa,SGRE.MC,demand,major,positive
1160,Banco Sabadell,SAB.MC,financial,minor,positive
1161,Bankia,BKIA.MC,financial,minor,positive
1161,CaixaBank,CABK.MC,financial,minor,positive
1162,Sabadell,SAB.MC,financial,minor,negative
1163,Telefónica,TEF.MC,financial,minor,negative
1164,Red Eléctrica Corp. S.A.,REE.MC,supply,minor,positive
1165,Grenergy,GRE.MC,demand,minor,positive
1165,Solaria,SLR.MC,demand,minor,positive
1165,Solarpack,SPK.MC,demand,minor,positive
1165,Soltec,SOL.MC,demand,minor,positive
1165,Greenalia,GRN.MC,demand,minor,positive
1166,Acerinox,ACX.MC,demand,minor,positive
1167,CaixaBank S.A.,CABK.MC,financial,minor,positive
1168,BBVA,BBVA.MC,financial,major,positive
1169,Amadeus IT Group,AMS.MC,financial,minor,positive
1170,Iberdrola,IBE.MC,supply,major,positive
1170,Siemens Gamesa,SGRE.MC,supply,minor,positive
1171,Repsol,REP.MC,demand,minor,positive
1172,CaixaBank SA,CABK.MC,financial,minor,positive
1173,Amadeus IT Group SA,AMS.MC,financial,minor,negative
1174,Santander,SAN.MC,financial,major,negative
1175,Iberdrola,IBE.MC,financial,minor,positive
1176,Cellnex Telecom S.A.,CLNX.MC,financial,minor,positive
1176,Telefónica S.A.,TEF.MC,financial,minor,positive
1177,Solaria,SLR.MC,demand,minor,positive
1178,Banco Santander,SAN.MC,financial,major,negative
1179,Banco Santander,SAN.MC,financial,minor,positive
1180,Bankia,BKIA.MC,financial,minor,positive
1180,CaixaBank,CABK.MC,financial,minor,positive
1181,Banco Santander,SAN.MC,financial,minor,positive
1182,Siemens Gamesa,SGRE.MC,financial,minor,positive
1183,Telefónica,TEF.MC,financial,minor,positive
1184,Banco Santander SA,SAN.MC,financial,major,negative
1185,Naturgy Energy Group SA,NTGY.MC,demand,minor,positive
1185,Bankinter SA,BKT.MC,demand,minor,positive
1186,Banco Santander SA (SAN.MC),SAN.MC,financial,major,negative
1187,Cellnex Telecom SA,CLNX.MC,financial,major,positive
1188,Cellnex Telecom SA,CLNX.MC,financial,major,positive
1189,Cellnex,CLNX.MC,financial,minor,positive
1190,Telefónica SA (TEF.MC),TEF.MC,financial,major,positive
1191,Naturgy,NTGY.MC,demand,major,negative
1192,Cellnex,CLNX.MC,policy,major,positive
1192,Cellnex,CLNX.MC,policy,major,positive
1192,Cellnex,CLNX.MC,policy,major,positive
1192,Cellnex,CLNX.MC,policy,major,positive
1193,Cellnex,CLNX.MC,financial,minor,positive
1194,Banco Santander,SAN.MC,financial,minor,positive
1195,Naturgy,NTGY.MC,financial,minor,negative
1196,Cellnex,CLNX.MC,financial,minor,positive
1197,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
1197,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,negative
1197,Banco Santander S.A.,SAN.MC,financial,minor,positive
1197,CaixaBank S.A.,CABK.MC,financial,minor,positive
1198,Naturgy,NTGY.MC,financial,minor,negative
1199,Naturgy,NTGY.MC,financial,minor,negative
1200,Siemens Gamesa Renewable Energy,SGRE.MC,policy,minor,positive
1201,Banco Sabadell SA,SAB.MC,financial,minor,positive
1201,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1201,Banco Santander SA,SAN.MC,financial,minor,positive
1202,Naturgy Energy Group S.A.,NTGY.MC,supply,major,negative
1203,Cellnex,CLNX.MC,demand,major,positive
1204,Cellnex,CLNX.MC,demand,major,positive
1205,Iberdrola,IBE.MC,policy,major,positive
1206,Solaria,SLR.MC,supply,minor,positive
1207,BBVA,BBVA.MC,financial,minor,positive
1208,BBVA,BBVA.MC,financial,minor,positive
1209,Santander,SAN.MC,financial,minor,positive
1210,Ferrovial,FER.MC,financial,minor,positive
1211,Ferrovial,FER.MC,demand,minor,positive
1212,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,negative
1213,Repsol,REP.MC,demand,minor,positive
1214,Banco Santander SA,SAN.MC,financial,minor,positive
1215,Naturgy,NTGY.MC,financial,minor,negative
