publ_datetime,articles,tickers
2021-02-26 10:56:55.624,"Ferrovial se beneficiará de recuperación tráfico a lo largo del año.  Bankinter estima que Ferrovial (FER.MC) ""se verá beneficiada a lo largo del año por la recuperación del tráfico tanto de autopistas como de aeropuertos"", tras los resultados de 2020 que la compañía publicó el jueves tras el cierre del mercado y que mostraron que obtuvo una pérdida neta de EUR410 millones debido principalmente al impacto del Covid-19 en sus aeropuertos. El banco reitera su recomendación de comprar y un precio objetivo de EUR26,8, que cuenta con un potencial de revalorización del 25%, apunta. La acción de Ferrovial sube un 0,3% a EUR21,45. 

",['FER.MC']
2021-02-26 11:03:26.995,"Negocio de Merlin Properties muestra resistencia -Bankinter.  Bankinter considera que el negocio de Merlin Properties (MRL.MC) muestra resistencia, ""al igual que las valoraciones de activos"", y destaca que el nivel de deuda respecto al valor de sus edificios sigue siendo inferior al 40%. También cree que ""la cartera de activos está bien diversificada y equilibrada para limitar el impacto del virus"", apunta. Reitera recomendación de comprar y un precio objetivo de EUR9,7. La acción de Merlin Properties sube un 0,1% a EUR8,76. 

",['MRL.MC']
2021-02-26 11:05:31.916,"Binomio rentabilidad-riesgo de Colonial es menos atractivo -Bankinter.  El binomio rentabilidad-riesgo que ofrece Colonial (COL.MC) ""es ahora menos atractivo"", señala Bankinter tras los resultados de 2020 presentados por la socimi el jueves tras el cierre del mercado. El banco destaca que ha revisado el impacto del coronavirus en sus rentas hasta el 4,5% desde el 3% anteriormente estimado. Además, ""ofrece una escasa rentabilidad por dividendo (...) en un entorno todavía de elevada incertidumbre sobre los activos de oficinas"", agrega. , los analistas de Bankinter apuntan que ""Colonial es líder del sector en cuanto a calidad de activos"", puesto que el 80% de sus edificios de oficinas están en áreas principales de las ciudades en las que opera, y muestra también ""una sólida posición financiera"". Reitera recomendación de neutral y un precio objetivo de EUR8,29. Acción baja 1,7% a EUR8,08. 

",['COL.MC']
2021-02-26 11:18:31.690,"Pérdidas de IAG ya están descontadas en el mercado -Bankinter.  El mercado ya ha descontado las ""pérdidas históricas"" registradas por IAG (IAG.MC), señala Bankinter después de que el conglomerado de aerolíneas haya presentado antes de la apertura de la sesión sus cuentas de 2020, muy afectadas por la pandemia del coronavirus. Sin embargo, el banco reitera su recomendación de comprar debido a la rotación que se está produciendo de sectores de crecimiento a valores más cíclicos, al elevado nivel de solvencia y liquidez del grupo y a la posición de la empresa, que le permitiría verse beneficiada de una consolidación del sector, explica. El hecho de que ""compañías más débiles desaparezcan o minoren su actividad, reduce la competencia y favorece a los grupos fuertes con una posición financiera más sólida como IAG"", apunta. ""Además, la compra de Air Europa le permitirá obtener elevadas sinergias y aumentar sus rutas"", agrega. Mantiene el precio objetivo de EUR2,5. La acción de IAG sube un 4,5% a EUR2,26. . ",['IAG.MC']
2021-02-26 11:29:41.565,"Resultados operativos de Ferrovial son mejores de lo esperado -UBS.  Los resultados operativos de Ferrovial (FER.MC) son ""mejores de lo esperado"" en 2020, que ha sido ""un año difícil"", señala UBS tras el impacto de la pandemia en las cuentas presentadas el jueves tras el cierre del mercado por la compañía española. El ejercicio fue complicado para los activos de infraestructuras estratégicas, pero aquellos operativos y el flujo de caja libre resistieron bien, afirma el banco. De cara al futuro, UBS prevé que ""el tráfico podría comenzar a recuperarse pronto"", pero en algunos casos el teletrabajo podría tener ""un impacto permanente"", advierte. Reitera recomendación de neutral y un precio objetivo de EUR23,20. La acción de Ferrovial sube 0,3% a EUR21,44. 

",['FER.MC']
2021-02-26 11:41:08.647,"Resultados de Merlin Properties en 2020 superan expectativas -UBS.  Los resultados de 2020 presentados a última hora del jueves por Merlin Properties (MRL.MC) superaron las expectiatvas y mostraron resistencia, ""a pesar del fuerte impacto de la pandemia, particularmente en los activos comerciales"", señala UBS. Las previsiones de la compañía sobre fondos de operaciones están en línea con lo que estimaba el banco, pero ""no muestran el amplio rebote que algunos esperaban, debido a que el impacto de la pandemia persiste"", señala la entidad. Reitera recomendación de comprar y un precio objetivo de EUR9. La acción de Merlin Properties sube 0,5% a EUR8,79. 

",['MRL.MC']
2021-02-26 12:14:32.326,"Resultados de Colonial de 2020 estuvieron en línea -Sabadell.  Colonial (COL.MC) publicó unos resultados de 2020 el jueves tras el cierre del mercado ""en línea con lo previsto"", indica Sabadell en un comentario de análisis. Por otro lado, el banco espera en el corto plazo una reducción de rentas y beneficio por acción de la socimi a causa de las ventas de activos realizadas, ""que se notarán en 2021"", y quizás también por el incremento de la desocupación de espacio de algunos de los activos. No obstante, los analistas de Sabadell consideran que el valor de la inmobiliaria ""está bien sostenido por la liquidez existente en el sistema gracias a un escenario de tipos ultra-bajos junto con una oferta de producto prime limitada"". Mantiene recomendación de comprar y un precio objetivo de EUR9,04. La acción cae un 2% a EUR8,05.

. ",['COL.MC']
2021-02-26 12:41:02.397,"ACTUALIZA: Cellnex registra pérdida de EUR133m en 2020 por amortizaciones y costes. (Añade declaraciones del consejero delegado a lo largo del texto)

 Cellnex Telecom SA (CLNX.MC) anunció el viernes que en 2020 registró una pérdida neta de EUR133 millones frente a la pérdida neta de EUR9 millones de 2019 por mayores amortizaciones y costes financieros asociados a las adquisiciones que llevó a cabo durante el periodo.. En un comunicado enviado a la Comisión Nacional del Mercado de Valores, el operador de infraestructuras de telecomunicaciones señaló que el año pasado las amortizaciones prácticamente se duplicaron respecto a 2019, mientras que los costes financieros subieron un 83% interanual.

El beneficio antes de intereses, impuestos, depreciación y amortización, o Ebitda, aumentó un 72% a EUR1.182 millones desde EUR686 millones un año antes, mientras que los ingresos crecieron un 55% a EUR1.608 millones desde EUR1.305 millones, dijo.

La compañía detalló que el 67% de los ingresos y un 75% del Ebitda se generaron fuera del mercado español y que Italia es el segundo mercado más importante, con un 21% de los ingresos de Cellnex.

A las 1139 , la acción de Cellnex lidera las subidas del IBEX-35 al dispararse un 5,6% a EUR45,01. Para Renta 4, los resultados anuales estuvieron ligeramente por encima de las estimaciones.

En 2020, el grupo entró en cinco nuevos países --Austria, Dinamarca, Polonia, Portugal y Suecia-- y consolidó su presencia en mercados clave como Francia, Italia, Irlanda, Países Bajos y Reino Unido.

Cellnex mejoró sus previsiones de cara a 2021. Ahora prevé que sus ingresos alcanzarán una horquilla entre EUR2.405 millones y EUR2.445 millones, mientras que el Ebitda se situará entre EUR1.815 millones y EUR1.855 millones. Además, pronosticó un crecimiento del flujo de caja del 50% --entre EUR905 millones y EUR925 millones--.

Para 2025, espera unos ingresos de entre EUR4.100 millones y EUR4.300 millones, y un Ebitda de entre EUR3.300 millones y EUR3.500 millones, agregó.

""Cellnex tiene en estos momentos contractualizado su crecimiento en los próximos cinco años"", dijo el director financiero de la empresa, José Manuel Aisa, en una rueda de prensa tras la publicación de las cuentas.

La deuda neta se situó al cierre de 2020 en EUR6.500 millones frente a los EUR3.938 millones al término de 2019, informó. De esa cifra, un 81% es a tipo fijo, indicó la empresa.

Asimismo, la liquidez disponible de la compañía ascendía a aproximadamente EUR17.400 millones al final de diciembre, añadió.

Las inversiones en 2020 alcanzaron los EUR6.400 millones, una cifra en su mayoría vinculada a la generación de nuevos ingresos, señaló Cellnex, con la incorporación de activos en países en los que no operaba, así como el despliegue de nuevas infraestructuras en Francia. Desde su salida a bolsa en 2015, la compañía ha invertido unos EUR35.000 millones en crecimiento, y señaló que ""sigue atenta a nuevas oportunidades"".

""Somos la compañía que más invierte en Europa en infraestructuras de telecomunicaciones"", afirmó Tobías Martínez, consejero delegado de Cellnex, en el mismo encuentro con los periodistas.

El directivo explicó que el impulso de este proceso de intensa inversión se debe a que ""hay clientes que quieren establecer una relación industrial, de compromiso, de largo plazo, con Cellnex"", por lo que no se trata de dar ""pasos oportunistas en los que uno busca monetizar [activos] y con contratos a corto plazo"". Es, por tanto, el resultado de una ""propuesta de valor"" para sus clientes mediante la externalización de sus infraestructuras, sintetizó.

""Pero creemos esta no es la etapa final. Creemos es el primer paso para que se gestionen las infraestructuras de telecomunicaciones de una forma diferente"", señaló.

Para financiar ese crecimiento, Cellnex ha encontrado expedito el acceso a los mercados de capitales en los últimos años, aunque siempre ha apostado por una política de equilibrio entre la deuda y el capital para que no se deteriore la calificación crediticia de la compañía. El grupo prevé realizar una ampliación de capital de hasta EUR7.000 millones, que se someterá a la aprobación de la junta general de accionistas el próximo 29 de marzo, destinada a financiar la compra reciente del operador de torres de telecomunicaciones Hivory en Francia y el acuerdo con Deutsche Telekom AG (DTE.XE) en Países Bajos, así como nuevos proyectos de crecimiento a 18 meses vista.

""Espero que haya una gran suscripción por parte de los accionistas actuales, pero creo que al ser la cuarta ampliación de capital que haremos en dos años y ser de una dimensión equivalente a las tres anteriores va a haber oportunidades de que haya nuevos accionistas que puedan acudir"", indicó Martínez, que agregó que ""el inversor actual de Cellnex es un accionista que le gusta la compañía, que obtiene retornos y que cree en el proyecto"".

En las anteriores ampliaciones de capital que ha llevado a cabo el grupo, la suscripción ha sido del 98%, recordó Martínez.

Europa seguirá siendo el mercado en el que Cellnex identificará sus oportunidades de crecimiento, ya que cuenta con ""un potencial de unas 500.000 infraestructuras"", señaló Martínez.

Precisamente, la compañía anunció el viernes un acuerdo con la empresa polaca Cyfrowy Polsat SA (CPS.WA) para la adquisición del 99,99% de su filial de infraestructuras de telecomunicaciones, Polkomtel Infrastruktura, en una transacción que refuerza la posición del operador de torres español en Polonia y que financiará con su propia caja.

El grupo realizará una inversión inicial en este proyecto de EUR1.600 millones, que irá acompañada de un programa de despliegue adicional de hasta 1.500 emplazamientos, así como inversiones en equipamiento mayormente destinado al despliegue del 5G por otros EUR600 millones en los próximos 10 años. Polkomtel opera 7.000 torres y emplazamientos de telecomunicaciones y 37.000 portadoras de radio, informó Cellnex.

Se espera que la transacción genere ingresos anuales de aproximadamente EUR280 millones y un Ebitda ajustado de alrededor de EUR190 millones tras el primer año completo después del cierre de la operación.

Una vez cerrados los acuerdos de adquisición actuales, Cellnex pasará a contar con 120.000 torres en 12 países europeos. ""Estaríamos gestionando aproximadamente un 25% de la cartera de torres que puede haber en Europa"", agregó.

Sin embargo, aclaró que ""España no va a ser un mercado residual"", ya que es el país donde Cellnex posee todas las líneas de negocio y toda la cartera de servicios desarrollada. ""Las perspectivas que tenemos en España son buenas"", aseguró el consejero delegado, que no ve limitación en la capacidad de crecimiento de este mercado.

",['CLNX.MC']
2021-02-26 12:45:23.135,"Sabadell espera una acogida positiva a los resultados de Ferrovial.  Sabadell espera una ""acogida positiva"" de los resultados de Ferrovial (FER.MC) publicados el jueves tras el cierre del mercado. En un comentario de análisis, el banco indica que en el cuarto trimestre del año la empresa tuvo un Ebitda por encima de lo previsto por el consenso de analistas y la propia entidad, que destaca la ""favorable evolución de caja"". Además, Sabadell añade que las cuentas estuvieron acompañadas de ""un dividendo mejor de lo previsto"", con una propuesta de EUR0,513 por acción. Sabadell mantiene recomendación de comprar y un precio objetivo de EUR27. La acción sube un 0,3% a EUR21,44.

",['FER.MC']
2021-02-26 13:10:59.436,"Aena es la mejor posicionada en Europa para recuperación del tráfico.  Aena (AENA.MC) es el gestor aeroportuario cotizado europeo mejor posicionado para beneficiarse de la recuperación del tráfico aéreo, indica Credit Suisse en una nota de análisis. Además, su valoración es ""sustancialmente más atractiva"" que la de rivales como ADP (ADP.FR) o Fraport (FRA.XE), añade el banco suizo. Los analistas de Credit Suisse señalan que esperan que Aena tenga un comportamiento superior a medida que este verano ""los viajes de ocio de corto radio sobrepasen a los de otras categorías"". El banco mantiene recomendación de superior al mercado y un precio objetivo de EUR145. La acción baja un 1,2% a EUR141,1. 

",['AENA.MC']
2021-02-26 14:27:43.566,"Presidente ACS: Acuerdo con Vinci por negocio industrial podría ser en efectivo.  El presidente de Actividades de Construcción y Servicios SA (ACS.MC), Florentino Pérez, señaló el viernes que la compañía podría cerrar el acuerdo sobre la venta de su división industrial a la compañía de infraestructuras francesa Vinci S.A. (DG.FR) en marzo y el precio podría abonarse por completo en efectivo.

ACS aseguró el pasado octubre, cuando anunció las negociaciones, que el valor indicativo de la propuesta que había presentado Vinci por la división ascendía a unos EUR5.200 millones, de los cuales como mínimo se pagarían EUR2.800 millones en metálico.. Durante la presentación de los resultados de 2020 ante los analistas, el presidente de ACS indicó además que se está barajando incluir en el pacto una colaboración para invertir junto con Vinci en proyectos de energías renovables.

Con los fondos captados, además de apostar por esta colaboración, se invertirá en autopistas, dijo Florentino Pérez. En cambio, descartó dedicarlos a aeropuertos ni a incrementar sus participaciones en la alemana Hochtief AG (HOT.XE) ni en la australiana CIMIC Group Ltd. (CIM.AU).

Sobre los resultados del grupo, cuyo beneficio neto descendió en 2020 un 40,3% debido principalmente al impacto del Covid-19 en su participada Abertis, el presiente señaló que, ""dadas las circunstancias"" por la pandemia, ha sido ""un buen año"".

""Somos optimistas de cara al futuro y esperamos una recuperación de la rentabilidad en este año y los siguientes"", agregó.

A las 1326 , la acción de ACS baja un 2,7% a EUR25.

",['ACS.MC']
2021-03-01 07:26:08.357,"Endesa inicia las obras de 4 plantas fotovoltaicas en Andalucía y Extremadura.  Endesa S.A. (ELE.MC) anunció el domingo que la semana pasada inició, a través de su división de renovables Enel Green Power España, o EGPE, las obras de construcción de cuatro plantas solares en Andalucía y Extremadura que supondrán una inversión conjunta de EUR125 millones.

Las obras emplearán a unas 1.200 personas durante el pico de actividad, en su mayor parte mano de obra local, una de las medidas del plan de Creación de Valor Compartido que EGPE aplica en la construcción de sus plantas.. Tres de las plantas se encuentran en Extremadura --Apicio, Beturia y Nertóbriga-- y se trata de tres de las cinco plantas fotovoltaicas que la compañía construirá entre los municipios extremeños de Fregenal de la Sierra y Bodonal.

Las tres plantas, que estarán operativas en diciembre de 2021, tendrán una potencia de cerca de 50 megavatios cada una y emplearán a cerca de 900 personas durante la fase de construcción.

En total, se instalarán 274.904 paneles fotovoltaicos bifaciales, que tienen una mayor eficiencia al permitir capturar no solo la radiación solar a través de los paneles superiores, sino que también se aprovecha el reflejo en el suelo gracias a la bifacialidad de la infraestructura.

Estos paneles producirán al año 310,32 gigavatios hora, es decir, el consumo equivalente a las poblaciones de Cáceres y Badajoz juntas.

Para su funcionamiento Endesa construirá además tres subestaciones eléctricas y unos 33 kilómetros de línea aérea de alta tensión, que conectarán los tres parques con la de Brovales propiedad de Red Eléctrica Corp. S.A. (REE.MC).

A estas instalaciones en Extremadura se les sumará la de San Antonio, la primera planta fotovoltaica que Endesa construye en la provincia de Huelva, con una inversión que alcanzará los EUR18 millones para unas obras que emplearán a cerca de 300 personas.

San Antonio tendrá 30,44 MW de potencia instalada, que permitirán evitar la emisión a la atmósfera de cerca de 22.800 toneladas de CO2 al año.

La infraestructura, que también estará finalizada a finales de 2021, producirá al año 49 GWh equivalentes al consumo energético anual de las poblaciones de Almonte y Gibraleón juntas.

San Antonio, estará compuesta por cerca de 70.000 paneles fotovoltaicos, instalados sobre estructura fija, y para su funcionamiento Endesa construirá una subestación eléctrica y una red subterránea de cableado de aproximadamente dos kilómetros.

Estas cuatro plantas forman parte del crecimiento en renovables incluido en el Plan Estratégico 2021-2023 presentado el pasado noviembre, por el que Endesa va a aumentar un 25% el volumen de sus inversiones para los tres años del periodo, en relación al plan 2020-2022, hasta alcanzar los EUR7.900 millones.

","['REE.MC', 'ELE.MC']"
2021-03-01 09:02:16.235,"Grifols compra 25 centros de donación de plasma en EEUU por US$370m.  Grifols SA (GRF.MC) anunció el lunes que ha comprado 25 centros de donación de plasma en estados Unidos a BPL Plasma Inc, filial de Bio Products Laboratory Holdings Limited, por US$370 millones.

En un comunicado enviado a la Comisión Nacional del Mercado de Valores, la compañía señaló que la operación se financia con recursos propios, sin emitir deuda, y que ha recibido las aprobaciones regulatorias necesarias.. Estos centros cuentan con licencias de los reguladores de Estados Unidos y Reino Unido y en el último ejercicio obtuvieron un millón de litros de plasma aproximadamente, apunto Grifols. La compañía de hemoderivados española podrá disponer de forma inmediata del plasma de estos centros, agregó.

""Esta adquisición está alineada con el plan estratégico de Grifols para seguir ampliando su liderazgo en capacidad de obtención de plasma, reforzando y diversificando su sólida red de centros para continuar asegurando el suministro de terapias plasmáticas a los pacientes que necesitan estos medicamentos esenciales"", dijo en un comunicado de prensa.

La transacción contribuirá a reforzar la red de centros de la empresa, lo que representa una importante ventaja competitiva, aseguró la compañía, que ha limitado en alrededor del 15% el impacto del Covid-19 en su suministro neto en 2020 y que se ha preparado para un ""crecimiento significativo"" de los niveles de plasma en 2021 a medida que la pandemia se contiene, añadió.

Grifols además prevé abrir entre 15 y 20 nuevos centros en 2021, indicó.

La acción de Grifols abre el lunes con un avance del 0,2% a EUR20,86.

",['GRF.MC']
2021-03-01 09:20:19.604,"Rentas de Merlin Properties muestran solidez -Renta 4.  Las rentas cobradas el año pasado por Merlin Properties (MRL.MC) ""muestran solidez"" en términos comparables, señala Renta 4, después de que la socimi publicara el pasado jueves sus cuentas de 2020. La entidad también indica que la valoración de la cartera se mantiene constante, mejorando sus estimaciones y las de consenso. Además, el endeudamiento se mantuvo estable y cuenta con una posición de liquidez que asegura las necesidades de financiación y cubre los vencimiento de deuda hasta 2023, destaca. Reitera recomendación de sobreponderar y un precio objetivo de EUR9,90. La acción de Merlin Properties sube 0,9% a EUR8,67. 

",['MRL.MC']
2021-03-01 09:28:22.632,"IAG muestra progreso estable en invierno sombrío -Berenberg.  Los resultados de IAG (IAG.MC) presentados el viernes muestran un ""progreso estable en un invierno sombrío"", señala Berenberg, después de que el conglomerado de aerolíneas registrara una sólida evolución de los costes y rebajara de nuevo sus previsiones de inversión en 2021, apunta. Además, las ""señales positivas"" de demanda de ocio de alto nivel y viajes de largo radio para visitar a amigos y familiares ""podrían pronto demostrar que hay menos dependencia de ingresos corporativos de la que a menudo perciben los inversores"", agrega. Asimismo, mejora ligeramente sus perspectivas para el grupo en el segundo semestre y eleva el precio objetivo a 230 peniques desde 190 peniques. Reitera recomendación de comprar. La acción de IAG sube en Londres un 4,7% a 201 peniques, mientras que en Madrid se anota un 4,5% a EUR2,33. 

",['IAG.MC']
2021-03-01 10:22:58.355,"Potenciales recortes de costes de BBVA no están incluidos en consenso.  BBVA (BBVA.MC) anunció en enero que aprovechará su sólida posición de capital para recortar costes, además de recompensar a los accionistas y fomentar el crecimiento, aunque las expectativas de consenso para el banco español no incluyen un significativo ahorro de costes, indica Jefferies. ""Si bien la dirección dijo en el cuarto trimestre de 2020 que está explorando alternativas de reestructuración de los costes en el negocio nacional, parece que no se han tenido en cuenta hasta ahora en las expectativas"", afirma, y agrega que los costes en España descenderán pero solo ligeramente. ""Esto apoya nuestra opinión de que la opcionalidad de la sólida posición de capital del banco (después de la venta en Estados Unidos) no se está teniendo totalmente en cuenta en las expectativas"". La acción de BBVA sube un 1,4% a EUR4,67. (pietro.lombardi@dowjones.com; @pietrolombard10)

",['BBVA.MC']
2021-03-01 10:25:04.866,"Bankinter baja recomendación de Grifols a neutral vs comprar.  Bankinter reduce la recomendación de Grifols (GRF.MC) a neutral desde comprar y recorta el precio objetivo a EUR25,20 desde EUR34, puesto que la valoración de la entidad sobre los resultados del ejercicio 2020 presentados por la compañía ""es negativa"", a lo que se une ""un cambio en el apetito de los inversores hacia sectores de crecimiento"", explica. ""Valoramos negativamente la incertidumbre que supone la brusca desaceleración del crecimiento de ventas a tipo de cambio constante (...), esto a pesar del plan de contención de gastos operativos"", señala. ""Creemos que el aumento del coste de recogida de plasma se ha consolidado y que impactará negativamente sobre los márgenes a futuro"", agrega. La acción de Grifols sube un 2,5% a EUR21,33. 

",['GRF.MC']
2021-03-01 10:28:47.787,"Plan estratégico de Red Eléctrica decepciona al mercado -Bankinter.  El plan estratégico de Red Eléctrica (REE.MC) para el periodo 2021-2025 decepciona al mercado, indica Bankinter en una nota de análisis. El banco destaca que el gestor de la red eléctrica española no detalló guías de Ebitda ni beneficio neto para el periodo, porque ""aún quedan algunos aspectos que clarificar sobre la retribución de sus activos"". Los analistas de Bankinter asumen que el beneficio neto ajustado caerá un 5,3% anual en el lapso entre 2020 y 2025. , el banco explica que ""la rentabilidad por dividendo se mantiene atractiva a pesar del recorte"" en la retribución al accionista a partir de 2023. Bankinter rebaja la recomendación a neutral desde comprar y reduce el precio a EUR15,80 desde EUR19. La acción sube un 1,1% a EUR14,01. 

",['REE.MC']
2021-03-01 10:37:09.693,"Jefferies prevé impulso en ventas Inditex en última parte de 2021.  Jefferies cree que la ""vuelta a la normalidad"" debería proporcionar a Inditex (ITX.MC) un entorno favorable en los próximos trimestres y, concretamente, espera que sus ventas aumenten en la última parte de este año, ya que prevé que los consumidores gasten más en moda una vez que se retiren las restricciones. Asimismo, considera que la fortaleza del grupo ante el Covid ha puesto de manifiesto las fortalezas de la cadena de suministro ""única"" de la compañía, así como el atractivo de sus productos. Con todo, revisa a la baja el beneficio por acción para 2022 un 3% para reflejar la prolongación de las medidas de contención en Europa este año. Reitera la recomendación de comprar, con un precio objetivo de EUR31. Acción sube 3,1% a EUR28,16. 

",['ITX.MC']
2021-03-01 10:50:13.308,"Bankinter recomienda aprovechar posibles caídas de Cellnex para comprar.  Bankinter baja el precio objetivo de Cellnex (CLNX.MC) a EUR59,10 desde EUR63,54 porque cree que su cotización seguirá lastrada en el corto plazo por su ampliación de capital, al asumir un descuento del 20%. Sin embargo, el banco indica en un informe que la compañía presenta ""sólidos fundamentales"", así como un potencial de revalorización del 30%, buenas perspectivas de crecimiento a largo plazo y rentabilidad por flujo de caja superior al 6% a partir de 2022. Por ello, es partidario de aprovechar ""posibles caídas en las próximas semanas para tomar posiciones en la compañía"". Bankinter reitera su recomendación de comprar. La acción baja un 1,2% a EUR44,52. 

",['CLNX.MC']
2021-03-01 11:16:06.365,"Telefónica reducirá deuda y recuperará inversión con menor dividendo.  Bankinter valora positivamente la reducción del dividendo por parte de Telefónica (TEF.MC) en el medio plazo ""porque permitirá destinar la generación de caja a acelerar la reducción de deuda y recuperar los niveles de inversión para no seguir perdiendo competitividad"". Además, señala que esta decisión reducirá la dilución resultante de la emisión de acciones nuevas para pagar el dividendo ""scrip"". El banco revisa la recomendación de Telefónica a neutral desde vender y baja el precio objetivo a EUR4 desde EUR4,2. No obstante, advierte de que, la capacidad de mejora de márgenes ""se mantiene limitada"", pese a que en 2021 el contexto será menos adverso frente al Covid-19 y las divisas latinoamericanas. Por otro lado, señala que la posible venta del negocio en Hispanoamérica y de activos de infraestructuras, así como la creación de alianzas en Alemania y Brasil para el despliegue de redes compensan unos fundamentales débiles. Acción sube 3,2% a EUR3,64..  

",['TEF.MC']
2021-03-01 11:17:35.466,"Reestructuración de base de costes mejorará competitividad de IAG.  Credit Suisse señala que sigue previendo que el conglomerado de aerolíneas IAG (IAG.MC) liderará la reestructuración de la base de costes en la industria, mientras su competidores encuentran más dificultades, ""mejorando su posicionamiento competitivo en la recuperación del mercado"" y más allá de la pandemia. Además, la combinación del recorte de gastos junto con el crecimiento continuado del ocio de alta gama ""casi podría restaurar los márgenes de largo radio de British Airways"", agrega la entidad, que reitera recomendación de superior a mercado y un precio objetivo de 228 peniques. Las acciones de IAG en Londres suben un 5,2% a 201,95 peniques, mientras que en Madrid repuntan un 5,1% a EUR2,34. 

",['IAG.MC']
2021-03-01 12:15:48.831,"Resultados 2020 de IAG son débiles pero algo superiores a consenso.  Los resultados de 2020 presentados el viernes por IAG (IAG.MC) fueron ""débiles, pero marginalmente mejores que el consenso"", señala HSBC. Además, de cara a 2021, el ritmo de vacunaciones en Reino Unido es alentador y en España, aunque es más lento, ""el Gobierno trabaja con otros mercados de destino para permitir una temporada de verano viable en la industria del turismo"", apunta. Por otra parte, destaca que el conglomerado de aerolíneas cuenta con una mejor posición competitiva a medio plazo debido al progreso de los costes en British Airways, a la integración de Air Europa, a la desaparición de Norwegian (NAS.OS) de las rutas del Atlántico y a las quiebras en Latinoamérica. Reitera su recomendación de comprar y eleva el precio objetivo a 245 peniques desde 190 peniques. La acción de IAG en Londres sube un 5,5% a 202,41 peniques, mientras que en Madrid se anota un 5,4% a EUR2,35. 

",['IAG.MC']
2021-03-01 14:02:55.458,"Liquidez y deuda neta de IAG son mejores de lo esperado.  La liquidez y la deuda neta de IAG (IAG.MC) a diciembre son mejores de lo esperado, señala Bank of America, lo que lleva a que eleve su precio objetivo a 250 peniques desde 230 peniques. Además, el incremento de las reservas en British Airways tras el anuncio del plan de reapertura de Reino Unido ""apoya la recuperación de los ingresos"", apunta la entidad. De esta manera, estima que subirán desde el 20% respecto al nivel de 2019 en el primer trimestre de este año a alrededor del 70% en el tercer trimestre, ""a medida que la demanda se recupera"". Reitera su recomendación de comprar, puesto que ""parece bien posicionada para beneficiarse de una recuperación de la demanda de viajes y tiene potencial para ganar cuota de mercado en rutas transatlánticas"", asegura. La acción de IAG en Londres sube un 6,5% a 204,3 peniques, mientras que en Madrid repunta un 6,1% a EUR2,36.

",['IAG.MC']
2021-03-01 14:41:52.970,"Compra Grifols en EEUU es positiva al contar con plasma inmediatamente.  La compra por parte de Grifols (GRF.MC) de 25 instalaciones de donación en Estados Unidos por US$370 millones es positiva porque ""el plasma de estos centros estaría ya disponible"" para la compañía al no haber contratos con terceros, señala Sabadell. La entidad ve con buenos ojos la adquisición porque mitigará la presión en el crecimiento orgánico para los próximos trimestres, la ""principal incertidumbre en el valor"", puesto que permitirá a la empresa de hemoderivados incrementar ""de forma inmediata"" sus inventarios de plasma. "", el precio pagado por centro (...) está por encima de otras transacciones similares en Estados Unidos"", apunta el banco, que también destaca que la operación implicará un repunte del endeudamiento. Reitera recomendación de comprar y un precio objetivo de EUR37,30. La acción de Grifols sube un 2,8% a EUR21,40. 

",['GRF.MC']
2021-03-01 15:42:36.545,"Precio electricidad España cierra febrero con descenso del 52% vs enero -AEE.  El precio de mercado de la electricidad en España bajó un 52% en febrero respecto a enero, indicó el lunes la Asociación Empresarial Eólica en un blog.

La AEE señaló que el precio medio se situó en EUR28,49 por megavatio hora en el segundo mes del año, citando datos de Red Eléctrica Corp. S.A. (REE.MC).. La electricidad en España marcó el 8 de enero su mayor precio medio desde 2002 en el mercado mayorista hasta los EUR94,99 MWh, según datos suministrados por el Operador del Mercado Ibérico de Energía --OMIE--, debido a una mayor demanda de energía ante el paso de la borrasca Filomena, que causó una ola de frío en el país, así como por un encarecimiento del precio del gas.

AEE añadió que febrero terminó con un récord mensual de electricidad generada sin dióxido de carbono, un 81%, frente al 57,8% de media del mes de febrero en los últimos cinco años.

La asociación dijo en el blog que ""febrero culmina un trimestre muy ventoso, en el que la eólica ha sido la principal tecnología de generación durante cada uno de los meses, con un 31,2% de la generación total proveniente del viento en el trimestre, y en el que cada mes ha batido su récord de generación mensual"".

",['REE.MC']
